Id,Score
1296691,5.0
973622,5.0
738298,2.0
802771,5.0
561108,5.0
983741,4.0
124069,5.0
255844,4.0
86039,1.0
556213,2.0
1293660,3.0
1550955,2.0
248443,4.0
576267,5.0
1037624,5.0
101060,5.0
922288,5.0
1127160,5.0
919672,5.0
616650,1.0
147164,4.0
372811,5.0
949330,5.0
1183900,2.0
284952,4.0
1573443,4.0
1176155,5.0
717961,4.0
1286117,4.0
1071297,5.0
1465106,1.0
1428206,4.0
1672849,5.0
324458,4.0
800469,2.0
1306980,5.0
981023,2.0
1223728,2.0
1286467,5.0
455421,5.0
443075,5.0
844412,3.0
771139,1.0
730003,4.0
1544121,3.0
181464,4.0
437205,4.0
1396676,3.0
346398,5.0
90851,1.0
734199,3.0
419821,5.0
1543669,4.0
1288040,5.0
1510564,4.0
448002,5.0
1518354,5.0
1175377,5.0
982784,4.0
59445,3.0
188757,4.0
1141553,5.0
1471041,3.0
1685060,5.0
948449,1.0
712672,4.0
1320161,5.0
761193,4.0
363364,2.0
810555,5.0
354705,5.0
124193,5.0
1009698,4.0
943864,2.0
1262042,4.0
1471215,2.0
841495,5.0
320130,5.0
429555,5.0
1148221,5.0
234961,4.0
797528,3.0
717869,5.0
1517830,5.0
298324,5.0
1339768,5.0
209806,5.0
471681,4.0
1050473,5.0
1220875,2.0
1012506,3.0
682577,5.0
720821,3.0
349412,3.0
1005919,4.0
1645510,5.0
205879,3.0
654404,3.0
1226316,4.0
872588,5.0
100023,5.0
1559745,5.0
408200,5.0
254046,5.0
1503641,2.0
1474849,5.0
1604215,1.0
732878,4.0
381925,5.0
212464,5.0
532505,5.0
1185385,5.0
886068,5.0
792059,5.0
1101142,4.0
1368042,5.0
559385,5.0
62995,5.0
1147697,5.0
1077573,5.0
1093804,5.0
822523,5.0
242632,5.0
805665,4.0
497715,5.0
627393,5.0
711428,5.0
1559901,3.0
531703,4.0
285216,5.0
744688,5.0
161149,5.0
565556,4.0
637294,5.0
1027571,4.0
1311529,4.0
921326,5.0
738411,5.0
372690,4.0
513172,5.0
1461385,5.0
1354341,5.0
1328359,5.0
3920,5.0
964658,4.0
1164723,5.0
540960,5.0
1015450,4.0
105483,5.0
399824,4.0
1023627,1.0
96563,5.0
536551,5.0
1321508,5.0
354908,1.0
1138375,5.0
266891,5.0
941902,5.0
264350,5.0
157451,5.0
317752,4.0
669313,5.0
1067519,5.0
152290,5.0
5971,5.0
734468,5.0
592268,5.0
1087418,5.0
813159,4.0
982416,5.0
226116,5.0
1490051,4.0
715775,3.0
760069,5.0
1611033,5.0
296465,4.0
1001113,1.0
1226447,5.0
763116,5.0
1281874,5.0
710449,5.0
655670,4.0
1279441,5.0
138971,5.0
1204844,5.0
216367,5.0
1322495,5.0
1562683,5.0
1215585,4.0
1180715,4.0
1133340,5.0
379997,4.0
1539285,5.0
893054,5.0
1614606,5.0
120209,5.0
423698,5.0
247296,5.0
1484863,4.0
945367,5.0
258433,5.0
461381,5.0
350528,4.0
1210620,4.0
497884,5.0
221815,5.0
1518430,4.0
183506,5.0
1296030,5.0
607946,1.0
1046413,5.0
853096,4.0
1043738,4.0
1522563,5.0
546029,2.0
710264,1.0
1265676,2.0
1452935,5.0
556793,5.0
147314,5.0
660387,5.0
355287,5.0
415864,4.0
211593,4.0
1284704,5.0
1548098,4.0
1254602,5.0
532462,1.0
940585,4.0
18146,5.0
533116,5.0
1689119,5.0
607919,4.0
1340969,5.0
517289,4.0
493042,4.0
122609,4.0
21836,5.0
1678823,3.0
770806,3.0
205382,4.0
229956,5.0
688523,5.0
191327,4.0
1451242,3.0
1169335,5.0
346155,5.0
1220563,4.0
1167378,5.0
223019,1.0
221213,5.0
1296203,5.0
284785,5.0
1275081,2.0
240410,5.0
110347,5.0
1164165,4.0
1261797,5.0
1149351,2.0
643253,5.0
123661,5.0
898557,5.0
1123032,5.0
434563,4.0
142551,5.0
104231,4.0
510232,5.0
300718,5.0
1268699,5.0
445284,5.0
234062,5.0
1441578,5.0
312967,2.0
1267520,2.0
1463693,3.0
1677847,5.0
143782,5.0
939099,5.0
776793,5.0
1412996,5.0
263261,5.0
85384,1.0
132492,3.0
265701,5.0
1525772,5.0
1271296,5.0
531323,4.0
1486801,5.0
779508,4.0
156100,5.0
945559,5.0
208125,5.0
675342,5.0
922823,5.0
1522070,5.0
423760,5.0
1311695,4.0
558185,4.0
111732,3.0
901314,2.0
1339566,3.0
1241977,5.0
71391,5.0
170312,4.0
1000354,5.0
961032,5.0
635643,5.0
1548753,5.0
208482,2.0
634507,5.0
583242,4.0
1676668,5.0
1626819,3.0
473258,5.0
1191080,4.0
1693117,1.0
1469208,4.0
989207,5.0
1193492,5.0
1646309,5.0
158626,5.0
1493965,5.0
1313738,5.0
100873,5.0
904247,5.0
146516,3.0
98025,1.0
1304679,5.0
1317081,5.0
1565984,5.0
1121370,5.0
307830,5.0
957034,5.0
1501151,4.0
844933,5.0
1304405,5.0
119572,2.0
1665186,5.0
1294739,5.0
881047,5.0
779732,5.0
1512399,4.0
1039265,5.0
391435,5.0
355931,5.0
1475617,4.0
694297,5.0
960210,5.0
32589,5.0
1613645,5.0
972608,5.0
747293,4.0
304301,5.0
560335,5.0
207022,5.0
1561526,5.0
624346,1.0
1043786,1.0
328968,1.0
313687,1.0
801384,5.0
126434,5.0
413020,5.0
930959,5.0
863835,5.0
1368923,5.0
332637,5.0
1289508,3.0
1441662,5.0
752981,5.0
899707,5.0
941467,5.0
401367,5.0
80286,1.0
1013556,5.0
403365,5.0
146788,5.0
724344,4.0
586789,2.0
500617,5.0
58748,5.0
688475,1.0
90520,5.0
1346263,4.0
1034651,5.0
801737,3.0
177654,5.0
623938,5.0
818931,5.0
1142967,1.0
1594269,5.0
1229185,5.0
1539076,4.0
1548545,5.0
1506326,3.0
1118431,5.0
294583,4.0
1448662,5.0
791930,4.0
1305170,4.0
1330679,5.0
774282,5.0
802225,2.0
1519011,5.0
1101518,5.0
1445293,5.0
998624,5.0
1081417,3.0
635819,5.0
862639,4.0
314723,4.0
1643318,5.0
481546,5.0
992379,5.0
897591,4.0
421023,2.0
427931,5.0
1409812,4.0
1455039,5.0
323098,2.0
924454,5.0
1201143,3.0
1136461,5.0
543423,1.0
255531,5.0
1215882,2.0
583601,5.0
690436,4.0
681141,5.0
88161,5.0
862100,5.0
1374276,5.0
1333213,5.0
318780,5.0
1493080,5.0
491903,5.0
518377,5.0
1467372,5.0
1348760,5.0
96038,5.0
1399377,4.0
313029,4.0
1345032,4.0
400837,5.0
580678,5.0
853841,5.0
433288,3.0
472033,2.0
1391296,3.0
517823,1.0
435487,5.0
299563,5.0
1452523,5.0
843516,5.0
1477368,3.0
1341928,5.0
1177192,5.0
1125966,5.0
1179249,5.0
197109,5.0
1680463,5.0
920668,5.0
986056,5.0
838383,5.0
418798,1.0
254036,5.0
695876,5.0
374167,5.0
1441492,5.0
772460,5.0
1099265,5.0
421246,5.0
1479076,5.0
755482,2.0
1045577,1.0
147883,5.0
1563468,5.0
1589325,4.0
976026,5.0
760768,5.0
898203,1.0
575286,3.0
990418,5.0
413022,3.0
307319,5.0
194465,5.0
375269,1.0
514941,1.0
1667083,5.0
1078320,5.0
97578,5.0
589221,1.0
6773,3.0
430313,5.0
1121684,3.0
1598166,5.0
864366,5.0
1302708,5.0
897057,4.0
137831,5.0
275990,4.0
1343675,5.0
1617300,5.0
1262997,5.0
983581,5.0
663849,5.0
430269,5.0
404107,5.0
1312388,5.0
853862,5.0
1525083,3.0
1501948,5.0
430677,5.0
550068,5.0
681051,2.0
1393398,4.0
2600,4.0
932059,5.0
1312410,5.0
1058065,5.0
1278873,5.0
984704,3.0
1108742,4.0
1138600,1.0
1292996,3.0
534045,3.0
1530195,5.0
406656,5.0
863897,5.0
1540263,5.0
710591,5.0
672192,4.0
856929,5.0
681759,5.0
51244,5.0
618189,5.0
501780,1.0
1497051,1.0
1627258,4.0
1288858,5.0
1090397,5.0
1076200,5.0
159815,5.0
366485,4.0
93998,4.0
1191972,5.0
895794,4.0
176070,5.0
1411677,3.0
568313,4.0
70185,5.0
1417157,5.0
1632596,5.0
979147,5.0
1018401,5.0
161566,5.0
757756,5.0
78107,5.0
603495,5.0
698360,5.0
64546,5.0
1141104,5.0
839168,1.0
1157843,5.0
151136,4.0
1545091,5.0
856022,4.0
95707,5.0
25852,5.0
899031,5.0
694037,4.0
59593,5.0
864620,5.0
336914,4.0
510673,5.0
1190490,1.0
281161,5.0
1408650,3.0
1119395,1.0
528200,5.0
1492112,5.0
1629647,4.0
1274082,3.0
512560,3.0
299129,5.0
792934,3.0
1257476,1.0
620623,4.0
184785,2.0
1305528,4.0
1354553,5.0
1470852,5.0
923019,5.0
1670990,5.0
1534272,5.0
1015217,3.0
722040,5.0
923082,5.0
892944,3.0
698503,5.0
389672,5.0
1676830,5.0
520175,5.0
451849,4.0
1467075,4.0
743685,5.0
1031255,2.0
1223971,2.0
1431338,5.0
999900,5.0
1487316,5.0
1222546,4.0
632803,5.0
1238641,5.0
657233,4.0
1082696,1.0
949835,4.0
140195,5.0
515326,5.0
1198698,5.0
395837,4.0
1427303,5.0
547464,5.0
779973,4.0
1124609,3.0
734712,5.0
1657184,5.0
1364289,5.0
1592582,5.0
454915,2.0
44852,5.0
807714,5.0
1133426,5.0
1695438,2.0
1695553,4.0
870892,4.0
724330,4.0
848722,3.0
1107373,5.0
1071949,3.0
172858,4.0
291097,5.0
98604,4.0
1656181,1.0
559264,4.0
1505839,2.0
1608712,5.0
1299124,5.0
1285069,2.0
841706,5.0
577654,5.0
1007418,4.0
234811,4.0
176194,5.0
163102,5.0
787389,5.0
1547959,5.0
720542,5.0
1404331,4.0
978497,3.0
201624,5.0
1037328,3.0
930434,5.0
1175345,5.0
689810,4.0
697317,5.0
454149,1.0
1073346,5.0
661249,5.0
360347,5.0
736671,4.0
1430014,5.0
941646,4.0
1246581,3.0
625325,4.0
939711,4.0
100101,5.0
1479795,5.0
730386,2.0
1196134,2.0
933658,5.0
870152,3.0
1263531,4.0
71129,1.0
56754,5.0
1180339,5.0
1347485,5.0
1438032,5.0
343019,5.0
106324,4.0
1507223,5.0
250068,4.0
1484745,5.0
801846,5.0
848899,5.0
225319,5.0
989909,5.0
460384,5.0
354687,4.0
1192515,5.0
863322,5.0
1226560,5.0
206507,5.0
163735,5.0
1010470,4.0
401893,3.0
490033,5.0
528884,5.0
184471,5.0
1456638,1.0
1644044,3.0
1275794,5.0
488973,5.0
1370883,5.0
57191,5.0
283100,5.0
253972,5.0
1388355,4.0
68153,4.0
1057743,5.0
1483382,4.0
1649638,5.0
932083,5.0
122273,5.0
1689442,4.0
1272052,3.0
1299228,5.0
18474,5.0
612664,5.0
1696539,5.0
1162028,4.0
666627,5.0
1073655,4.0
524484,5.0
1483095,5.0
561905,4.0
1520948,5.0
1232825,5.0
1070300,3.0
1603046,5.0
1648421,3.0
758129,2.0
972973,5.0
1215675,3.0
287091,3.0
409335,5.0
173766,5.0
725865,3.0
1258044,5.0
1509251,5.0
510170,5.0
418235,5.0
786935,4.0
751054,5.0
984280,5.0
605813,3.0
165958,5.0
1019478,5.0
406871,5.0
887379,5.0
559747,4.0
1338213,4.0
764889,5.0
127563,5.0
387254,5.0
1697410,5.0
1398376,5.0
262113,5.0
903565,5.0
854011,4.0
908579,5.0
1327441,4.0
1026090,4.0
477079,5.0
927089,5.0
225933,5.0
24751,5.0
1549105,4.0
1233597,3.0
707974,4.0
1521823,5.0
548553,5.0
511470,5.0
208286,4.0
605801,5.0
1122362,2.0
735342,4.0
1278525,4.0
1583089,5.0
1257722,5.0
1483049,4.0
825692,5.0
192696,3.0
621611,5.0
904663,5.0
70114,3.0
1142413,4.0
1564821,2.0
1438934,5.0
1102333,5.0
124783,5.0
675653,5.0
535483,4.0
1297524,5.0
1537762,5.0
1325352,5.0
1638030,4.0
1399187,5.0
712146,5.0
214603,4.0
213141,5.0
43971,4.0
493287,3.0
334187,2.0
1611141,4.0
226290,5.0
1279455,3.0
1677336,3.0
1629031,5.0
402645,5.0
336,5.0
1434312,4.0
23961,5.0
53036,5.0
774899,3.0
1259878,5.0
987525,5.0
1134202,4.0
323503,5.0
386730,5.0
1537633,5.0
985818,4.0
1045146,5.0
1636851,5.0
806175,1.0
167711,5.0
131111,1.0
924453,5.0
1605600,5.0
717698,3.0
1174617,5.0
1011530,1.0
1027036,5.0
1409394,5.0
721517,4.0
188303,1.0
1226510,4.0
498163,5.0
1679505,1.0
1442532,5.0
1074410,4.0
1053902,1.0
1574121,5.0
331168,3.0
1668290,5.0
1311545,5.0
1018362,5.0
1389261,5.0
333630,5.0
496656,4.0
1449695,5.0
1005293,3.0
889027,3.0
121429,5.0
1399553,5.0
261912,5.0
259603,5.0
675409,4.0
962081,5.0
896891,5.0
1066186,5.0
1608414,5.0
748154,4.0
525434,5.0
1399288,4.0
47503,1.0
876265,4.0
724472,4.0
387652,5.0
507004,5.0
204039,5.0
659276,5.0
1504791,5.0
784762,4.0
734902,5.0
1398590,5.0
795275,5.0
771823,5.0
120924,5.0
1609812,5.0
721570,2.0
1601259,1.0
163110,5.0
433200,5.0
253201,5.0
20767,5.0
520009,3.0
388564,5.0
1448413,3.0
1405653,5.0
82553,5.0
552932,5.0
1586851,5.0
715690,1.0
860227,4.0
132555,5.0
31027,3.0
874595,5.0
1619194,5.0
509367,4.0
1497573,5.0
928863,3.0
1259800,4.0
948043,5.0
199263,5.0
1352239,5.0
1146530,5.0
64261,5.0
890565,2.0
209927,4.0
1060187,5.0
973389,5.0
687096,5.0
532918,4.0
1348665,4.0
1458071,5.0
1434140,5.0
624630,5.0
680055,5.0
1161771,5.0
615340,5.0
1409954,5.0
311098,5.0
106800,3.0
540861,5.0
710041,3.0
366879,5.0
336448,5.0
1339369,5.0
369376,1.0
1567603,5.0
519845,5.0
515742,5.0
965992,5.0
1655072,1.0
6614,5.0
912245,4.0
796904,4.0
1603072,5.0
1435107,3.0
1567934,5.0
275941,4.0
370839,5.0
766541,5.0
455418,3.0
1062118,2.0
1613455,5.0
950638,5.0
126931,3.0
1537075,5.0
1120285,3.0
1008020,5.0
1203356,4.0
1356531,5.0
187876,3.0
233170,2.0
1233951,4.0
1058345,4.0
611610,2.0
1301292,4.0
396206,5.0
103001,5.0
1205427,5.0
263109,3.0
1113819,5.0
1132320,5.0
707969,2.0
565689,3.0
464323,5.0
1661950,5.0
630653,1.0
1060528,3.0
928522,2.0
851360,5.0
1031390,5.0
336796,5.0
151325,5.0
1533500,3.0
950289,4.0
214968,5.0
23146,5.0
413272,5.0
1220929,5.0
815114,5.0
1389440,4.0
742615,5.0
465474,1.0
1166614,5.0
181544,5.0
1347828,4.0
388028,4.0
1299737,3.0
1475799,4.0
298932,5.0
1374541,4.0
1213290,5.0
133201,5.0
1666641,3.0
311603,5.0
1180413,5.0
632725,2.0
1520956,4.0
1289057,5.0
1421084,5.0
1531729,5.0
1338176,4.0
861143,5.0
1642521,5.0
78117,5.0
301226,3.0
913193,5.0
1201217,5.0
1233212,3.0
383031,5.0
663610,3.0
265200,1.0
1592274,1.0
617980,2.0
54497,4.0
1189824,2.0
180232,4.0
602396,2.0
48395,5.0
1292676,5.0
668581,5.0
1021477,3.0
541468,4.0
1211174,4.0
1196305,4.0
424109,5.0
494329,5.0
1201435,3.0
215095,5.0
1117794,4.0
1647919,5.0
424899,5.0
927450,5.0
1040770,5.0
893242,5.0
398241,5.0
894388,5.0
1515266,5.0
480137,5.0
1564698,1.0
1041656,4.0
1355065,5.0
862446,2.0
1148972,5.0
558374,5.0
1636988,2.0
517298,5.0
388248,5.0
1409243,5.0
734222,5.0
39458,5.0
225870,5.0
438445,4.0
1058175,5.0
1329210,5.0
1607824,5.0
932250,5.0
1633948,4.0
811854,5.0
239573,5.0
479477,4.0
881193,5.0
1227934,1.0
1497147,4.0
594487,5.0
208509,4.0
20507,5.0
1493209,5.0
1369235,5.0
427289,4.0
1668126,3.0
748179,4.0
331372,3.0
532429,4.0
254936,1.0
649285,2.0
441631,5.0
820276,5.0
218365,5.0
1051187,4.0
855224,5.0
1460838,5.0
1133367,5.0
959987,5.0
673199,5.0
1337035,4.0
1054272,4.0
367584,5.0
1404920,3.0
1011175,5.0
285567,5.0
881037,3.0
901627,3.0
1695136,3.0
1371990,1.0
1325974,5.0
271474,4.0
197380,4.0
21411,5.0
39176,5.0
784184,5.0
678198,5.0
94508,5.0
1114114,3.0
648553,5.0
836893,3.0
238810,4.0
1298467,1.0
1279735,5.0
784755,5.0
488999,5.0
293883,3.0
1023256,1.0
372803,5.0
662164,5.0
901916,4.0
856946,3.0
1135259,5.0
1170464,5.0
173297,5.0
272935,4.0
607648,5.0
202533,5.0
1511468,4.0
1673073,2.0
1445707,5.0
960698,2.0
640065,5.0
382711,3.0
1059781,4.0
1597668,3.0
1079429,3.0
713510,5.0
844466,5.0
179883,5.0
1492000,5.0
691726,5.0
845808,2.0
1653141,5.0
243712,5.0
1027542,4.0
989817,4.0
686527,4.0
135056,2.0
464955,3.0
433518,5.0
1265224,5.0
1628549,5.0
168388,5.0
939997,5.0
1087708,5.0
866747,4.0
510789,5.0
1307213,4.0
1486513,5.0
499937,5.0
1566296,5.0
1010009,4.0
1195436,2.0
1443461,5.0
1555757,4.0
1164472,5.0
827557,4.0
139862,5.0
323217,5.0
755789,5.0
1586730,5.0
523428,5.0
1593239,5.0
1463357,5.0
308617,4.0
254317,5.0
143252,5.0
73097,5.0
370530,1.0
208929,5.0
1142890,3.0
1539067,5.0
1126154,5.0
118830,5.0
121880,5.0
14029,4.0
872452,5.0
334336,5.0
582498,2.0
1163331,5.0
722855,5.0
601967,5.0
1156488,4.0
283569,5.0
1682592,5.0
360416,3.0
516344,5.0
1537970,5.0
784177,5.0
1099505,4.0
1128196,1.0
384150,5.0
57209,5.0
1408329,3.0
648281,5.0
892924,5.0
802517,5.0
63688,3.0
574668,5.0
1491193,3.0
899040,5.0
1692949,5.0
30816,1.0
931468,5.0
1563612,5.0
551562,4.0
707995,2.0
172658,5.0
1192900,4.0
1562300,1.0
507263,4.0
1404358,5.0
188304,2.0
1029092,4.0
498176,4.0
1637089,5.0
1632819,2.0
1635435,3.0
923400,5.0
1070350,5.0
428878,5.0
1260322,5.0
539197,5.0
108337,5.0
1048619,5.0
1281299,5.0
673739,5.0
836970,5.0
1568820,3.0
541813,5.0
396946,5.0
142217,5.0
740362,4.0
1500373,5.0
576034,4.0
316908,4.0
301006,5.0
484070,5.0
404911,1.0
148441,5.0
643257,5.0
687183,1.0
1448187,2.0
663753,4.0
674073,2.0
484289,5.0
1032425,4.0
715072,1.0
583340,5.0
1211030,5.0
1528688,5.0
1570430,5.0
1249025,5.0
1677942,5.0
87380,5.0
583673,1.0
448936,4.0
1176370,5.0
926248,5.0
179393,5.0
1423748,5.0
459371,5.0
1131396,4.0
902827,5.0
1317397,5.0
411093,5.0
1568299,3.0
137988,5.0
1028733,1.0
453053,1.0
255260,4.0
397974,4.0
594039,5.0
1266206,4.0
1536038,5.0
7631,4.0
342211,4.0
76176,4.0
809051,5.0
555538,3.0
801532,5.0
1628536,5.0
1427940,5.0
13905,5.0
500656,5.0
1256785,3.0
821812,4.0
1291313,5.0
309102,4.0
1111939,4.0
1361403,5.0
1397656,3.0
1188967,5.0
546451,5.0
757567,4.0
631285,5.0
1632035,3.0
387775,5.0
1371553,5.0
1620397,5.0
30649,5.0
175664,5.0
700714,5.0
79155,5.0
77047,4.0
1694760,4.0
67376,5.0
726914,1.0
978901,5.0
882160,4.0
876982,4.0
1590647,4.0
666243,3.0
832021,5.0
1477358,5.0
1505211,5.0
562397,5.0
125803,4.0
1625944,5.0
1115650,5.0
600830,5.0
677551,1.0
396931,4.0
595887,2.0
832772,5.0
1117446,5.0
1179366,1.0
936424,3.0
121962,5.0
1618716,5.0
1532216,5.0
282099,3.0
705879,5.0
100672,4.0
1247895,4.0
113561,5.0
145845,3.0
888230,5.0
1135344,5.0
1617641,5.0
49472,4.0
772019,4.0
737476,5.0
709603,4.0
809439,5.0
1242652,2.0
560477,5.0
1483263,4.0
975094,1.0
857221,5.0
1179738,1.0
214453,5.0
832725,5.0
270422,4.0
986218,5.0
1428265,5.0
1195782,5.0
132953,5.0
1141933,2.0
1432653,5.0
975501,5.0
790226,2.0
671673,5.0
208297,5.0
395102,5.0
78160,5.0
953793,5.0
587952,4.0
1413106,5.0
791241,4.0
30532,4.0
664399,1.0
1662790,4.0
812199,5.0
1232062,5.0
1327486,5.0
1290729,5.0
1420821,4.0
545869,2.0
1462350,5.0
206019,4.0
249696,5.0
1316975,5.0
1391964,5.0
975727,5.0
1314863,5.0
1111364,5.0
1393496,4.0
1238940,5.0
1298843,5.0
987860,4.0
844217,5.0
544780,5.0
1543780,3.0
1631251,5.0
400905,4.0
248398,2.0
585371,3.0
1454412,2.0
1061926,5.0
715035,5.0
663649,3.0
441419,5.0
557841,3.0
169528,1.0
176106,5.0
401631,5.0
852670,5.0
1543302,3.0
608524,5.0
690754,5.0
444856,5.0
39064,1.0
699908,5.0
875683,5.0
1192943,5.0
1514949,5.0
1621534,5.0
699454,3.0
21671,5.0
212135,4.0
614606,5.0
415145,4.0
403511,4.0
261178,4.0
529941,3.0
1689686,5.0
1693018,5.0
1149646,1.0
657460,1.0
283315,5.0
425152,4.0
370871,5.0
682906,4.0
1267490,5.0
789509,5.0
1464333,1.0
57510,1.0
298572,5.0
1441036,4.0
959811,5.0
1149302,5.0
168985,5.0
756508,5.0
48579,5.0
1128787,5.0
529709,3.0
1079231,5.0
971391,4.0
1640823,5.0
1366530,4.0
155264,5.0
1535952,5.0
1499883,5.0
550515,5.0
1607996,5.0
971874,4.0
1012716,4.0
649822,5.0
439090,5.0
1021005,5.0
1513895,4.0
1663787,3.0
1660796,5.0
294215,5.0
1470040,4.0
318600,5.0
382596,5.0
157864,4.0
1001537,3.0
1050533,5.0
186269,5.0
785684,4.0
518957,5.0
798651,4.0
1032530,4.0
105646,5.0
1292506,5.0
328350,5.0
572080,5.0
774221,4.0
562561,5.0
645431,5.0
35653,5.0
794914,5.0
36692,5.0
342395,5.0
453502,5.0
349937,4.0
718714,5.0
967641,4.0
653281,5.0
165173,5.0
766240,5.0
1583044,5.0
789550,5.0
49668,5.0
1338648,1.0
1332794,4.0
184422,5.0
801778,5.0
674235,2.0
865577,5.0
1016676,5.0
1478143,3.0
858092,5.0
798854,5.0
728153,5.0
90641,5.0
1209728,5.0
99980,5.0
165886,5.0
1489214,5.0
1432978,5.0
651750,5.0
210928,5.0
68361,5.0
988263,1.0
1076515,3.0
995134,1.0
583223,4.0
887124,5.0
790088,5.0
599796,5.0
79127,5.0
822642,5.0
897903,5.0
535785,3.0
1226931,5.0
66657,5.0
672931,5.0
1046481,5.0
81833,4.0
1555626,4.0
1530082,4.0
964250,4.0
958425,5.0
1027670,5.0
554443,2.0
1457805,5.0
1327099,5.0
1588989,4.0
1585590,5.0
1692211,5.0
1595727,5.0
545414,3.0
969070,4.0
328454,5.0
1358367,5.0
1605055,3.0
1569911,1.0
807516,5.0
832958,5.0
1049810,5.0
816176,1.0
1413069,5.0
1472112,5.0
255861,3.0
261811,4.0
1417317,4.0
1318461,5.0
1241728,4.0
1291324,5.0
1509865,3.0
1414982,5.0
1188467,5.0
811814,3.0
200288,1.0
725040,5.0
530462,3.0
1062704,3.0
1420596,5.0
937972,3.0
135740,4.0
1238086,4.0
453392,5.0
1326922,4.0
1635464,4.0
1390762,5.0
1016016,5.0
395233,5.0
120126,4.0
1456990,5.0
624522,5.0
